name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,isin_region,手机号识别,bd09_lng,bd09_lat,行业大类,行业子类
贝礼超市,浙江省,杭州市,西湖区,浙江省杭州市西湖区象山路之江时代中心4幢104号,15257197289,584afec50f470453734b87f5,None,1,"{'distance': 0, 'tag': '购物;超市', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=584afec50f470453734b87f5&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '超市', 'children': []}","{'lat': 30.150753, 'lng': 120.081574}",http://api.map.baidu.com/place/detail?uid=584afec50f470453734b87f5&output=html&source=placeapi_v2,购物;超市,shopping,False,1,120.081574,30.150753,购物,超市
灵静便利店,浙江省,杭州市,西湖区,杭州市西湖区浮山街浮山商业中心14幢F2商铺7号,17706532503,d10614f899fb3671471a3214,None,1,"{'distance': 0, 'tag': '购物;便利店', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d10614f899fb3671471a3214&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '便利店', 'children': []}","{'lat': 30.138508, 'lng': 120.095805}",http://api.map.baidu.com/place/detail?uid=d10614f899fb3671471a3214&output=html&source=placeapi_v2,购物;便利店,shopping,False,1,120.095805,30.138508,购物,便利店
三只熊婴幼儿用品店(洙泗路店),浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘金街金街美地4幢102号,13777813046,ad87fc254044d04053e5c591,ad87fc254044d04053e5c591,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=ad87fc254044d04053e5c591&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '购物', 'children': []}","{'lat': 30.15415, 'lng': 120.086097}",http://api.map.baidu.com/place/detail?uid=ad87fc254044d04053e5c591&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.086097,30.15415,购物,商铺
Juyoja(SCPG印象城购物中心店),浙江省,杭州市,西湖区,杭州市西湖区古墩路588号SCPG印象城购物中心F1,15258889852,162d95a8f81d5e0fd42ce22c,None,1,"{'distance': 4334, 'tag': '购物;商铺', 'indoor_floor': 'F1', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=162d95a8f81d5e0fd42ce22c&output=html&source=placeapi_v2', 'shop_hours': '10:00-22:00', 'label': '女装店', 'children': []}","{'lat': 30.299735, 'lng': 120.105455}",http://api.map.baidu.com/place/detail?uid=162d95a8f81d5e0fd42ce22c&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.105455,30.299735,购物,商铺
鲜丰水果(洙泗路店),浙江省,杭州市,西湖区,浙江省杭州市西湖区创意路奥莱金街金街美地2号楼112号,17367138044,d50db9006c3ca5c7fd0eb0ef,d50db9006c3ca5c7fd0eb0ef,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d50db9006c3ca5c7fd0eb0ef&output=html&source=placeapi_v2', 'overall_rating': '3.2', 'comment_num': '1', 'shop_hours': '', 'label': '水果店', 'children': []}","{'lat': 30.153557, 'lng': 120.086061}",http://api.map.baidu.com/place/detail?uid=d50db9006c3ca5c7fd0eb0ef&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.086061,30.153557,购物,商铺
解忧,浙江省,杭州市,西湖区,浙江省杭州市西湖区金街美地5114号,13336163953,5e941827bd3477313c9a5ed1,5e941827bd3477313c9a5ed1,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=5e941827bd3477313c9a5ed1&output=html&source=placeapi_v2', 'overall_rating': '4.3', 'shop_hours': '', 'label': '商铺', 'children': []}","{'lat': 30.153793, 'lng': 120.085051}",http://api.map.baidu.com/place/detail?uid=5e941827bd3477313c9a5ed1&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.085051,30.153793,购物,商铺
颜清化妆屋·生活馆(金街美地店),浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘金街金街美地3号楼138号,13588223906,3a70b70ebb671f85581093e0,3a70b70ebb671f85581093e0,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=3a70b70ebb671f85581093e0&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '化妆品店', 'children': []}","{'lat': 30.154001, 'lng': 120.08519}",http://api.map.baidu.com/place/detail?uid=3a70b70ebb671f85581093e0&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.08519,30.154001,购物,商铺
杭州留下农贸市场,浙江省,杭州市,西湖区,杭州市西湖区留下农贸市场,13675851206,db4ea2d6669658880c0a70fc,db4ea2d6669658880c0a70fc,1,"{'distance': 3212, 'tag': '购物;市场', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=db4ea2d6669658880c0a70fc&output=html&source=placeapi_v2', 'overall_rating': '3.7', 'comment_num': '1', 'shop_hours': '05:30-19:00', 'label': '农贸市场', 'children': []}","{'lat': 30.240521, 'lng': 120.061571}",http://api.map.baidu.com/place/detail?uid=db4ea2d6669658880c0a70fc&output=html&source=placeapi_v2,购物;市场,shopping,False,1,120.061571,30.240521,购物,市场
铂德电子烟体验店,浙江省,杭州市,西湖区,杭州市西湖区古墩路588号SCPG印象城购物中心F2,15331848573,ad6a222489a1220200ec01e3,None,1,"{'distance': 0, 'tag': '购物;商铺', 'indoor_floor': 'F2', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=ad6a222489a1220200ec01e3&output=html&source=placeapi_v2', 'comment_num': '2', 'shop_hours': '', 'label': '家用电器', 'children': []}","{'lat': 30.29973, 'lng': 120.105917}",http://api.map.baidu.com/place/detail?uid=ad6a222489a1220200ec01e3&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.105917,30.29973,购物,商铺
吉木服装店(金街美地店),浙江省,杭州市,西湖区,浙江省杭州市西湖区洙泗路金街美地5幢105号,13588027511,57f2c51c680d56f53c9a5eec,57f2c51c680d56f53c9a5eec,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=57f2c51c680d56f53c9a5eec&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '商铺', 'children': []}","{'lat': 30.154037, 'lng': 120.08513}",http://api.map.baidu.com/place/detail?uid=57f2c51c680d56f53c9a5eec&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.08513,30.154037,购物,商铺
诚惠烟酒(万美商务中心5号楼店),浙江省,杭州市,西湖区,浙江杭州市西湖区霞鸣街223号万美商务中心5号楼115室,13735885600,3b02115729535eeef03cbac4,None,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=3b02115729535eeef03cbac4&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '烟酒店', 'children': []}","{'lat': 30.148684, 'lng': 120.076516}",http://api.map.baidu.com/place/detail?uid=3b02115729535eeef03cbac4&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.076516,30.148684,购物,商铺
每1天(金街美地店),浙江省,杭州市,西湖区,浙江省杭州市西湖区320国道金街美地4号楼124室,18758192898,ec2074077c1c46e9364aae4c,ec2074077c1c46e9364aae4c,1,"{'distance': 0, 'tag': '购物;便利店', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=ec2074077c1c46e9364aae4c&output=html&source=placeapi_v2', 'overall_rating': '3.5', 'comment_num': '0', 'shop_hours': '', 'label': '便利店', 'children': []}","{'lat': 30.154165, 'lng': 120.085478}",http://api.map.baidu.com/place/detail?uid=ec2074077c1c46e9364aae4c&output=html&source=placeapi_v2,购物;便利店,shopping,False,1,120.085478,30.154165,购物,便利店
酸辣粉(解百灵隐购物中心店),浙江省,杭州市,西湖区,浙江杭州市西湖区灵隐路38号,15658020806,db1cc0f8f8c066c6e5e965f6,db1cc0f8f8c066c6e5e965f6,1,"{'distance': 0, 'tag': '美食;小吃快餐店', 'type': 'cater', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=db1cc0f8f8c066c6e5e965f6&output=html&source=placeapi_v2', 'price': '19.0', 'overall_rating': '3.2', 'comment_num': '0', 'shop_hours': '', 'label': '快餐厅', 'children': []}","{'lat': 30.246884, 'lng': 120.113315}",http://api.map.baidu.com/place/detail?uid=db1cc0f8f8c066c6e5e965f6&output=html&source=placeapi_v2,美食;小吃快餐店,cater,False,1,120.113315,30.246884,美食,小吃快餐店
永恒羊绒,浙江省,杭州市,西湖区,浙江省杭州市西湖区屏基山路金屏大厦1楼,18668417517,d587d47c3f48b7f2c61b7563,d587d47c3f48b7f2c61b7563,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d587d47c3f48b7f2c61b7563&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '商铺', 'children': []}","{'lat': 30.240528, 'lng': 120.061771}",http://api.map.baidu.com/place/detail?uid=d587d47c3f48b7f2c61b7563&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.061771,30.240528,购物,商铺
龙井茶厂定制中心,浙江省,杭州市,西湖区,浙江省杭州市西湖区九街17号楼,15968832360,a488ad41a7df4cc2ae045778,a488ad41a7df4cc2ae045778,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a488ad41a7df4cc2ae045778&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '茶叶店', 'children': []}","{'lat': 30.189461, 'lng': 120.064665}",http://api.map.baidu.com/place/detail?uid=a488ad41a7df4cc2ae045778&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.064665,30.189461,购物,商铺
杭州特产西湖龙井茶庄(嘉华店),浙江省,杭州市,西湖区,浙江省杭州市西湖区杭大路15号嘉华国际商务中心2层210-3室(皇室芭蕾正对面),13967103207,40dd128d6ebba592a3acc4e2,40dd128d6ebba592a3acc4e2,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=40dd128d6ebba592a3acc4e2&output=html&source=placeapi_v2', 'overall_rating': '4.9', 'comment_num': '24', 'shop_hours': '', 'label': '茶叶', 'children': []}","{'lat': 30.275819, 'lng': 120.147211}",http://api.map.baidu.com/place/detail?uid=40dd128d6ebba592a3acc4e2&output=html&source=placeapi_v2,购物;商铺,shopping,True,1,120.147211,30.275819,购物,商铺
欢喜花铺(西湖店),浙江省,杭州市,西湖区,浙江省杭州市西湖区杭大路15号嘉华国际商务中心2楼,15868473413,16dd4ff5da70a3ae2a02e198,None,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=16dd4ff5da70a3ae2a02e198&output=html&source=placeapi_v2', 'overall_rating': '3.7', 'comment_num': '1', 'shop_hours': '', 'label': '花店', 'children': []}","{'lat': 30.275624, 'lng': 120.147094}",http://api.map.baidu.com/place/detail?uid=16dd4ff5da70a3ae2a02e198&output=html&source=placeapi_v2,购物;商铺,shopping,True,1,120.147094,30.275624,购物,商铺
天猫小店(合生国贸中心店),浙江省,杭州市,西湖区,浙江省杭州市西湖区天目山路325号,19941205703,7eecd49d4c932de9c336443e,7eecd49d4c932de9c336443e,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=7eecd49d4c932de9c336443e&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '便利店', 'children': []}","{'lat': 30.269791, 'lng': 120.105964}",http://api.map.baidu.com/place/detail?uid=7eecd49d4c932de9c336443e&output=html&source=placeapi_v2,购物;商铺,shopping,True,1,120.105964,30.269791,购物,商铺
红旗体验中心(浙江裕旗外事店),浙江省,杭州市,西湖区,天目山路317号(古墩路口),18958077218,0ec93d37c30397bbcb213d52,None,1,"{'distance': 216104, 'tag': '购物', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0ec93d37c30397bbcb213d52&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '购物', 'children': []}","{'lat': 30.271197, 'lng': 120.108906}",http://api.map.baidu.com/place/detail?uid=0ec93d37c30397bbcb213d52&output=html&source=placeapi_v2,购物,shopping,False,1,120.108906,30.271197,购物,行业缺失
珊瑚沙购物中心(枫桦路店),浙江省,杭州市,西湖区,杭州市西湖区枫桦路珊瑚沙家园南门3-6号,18258762919,5a68f62b1f7e1ca1c91b95a1,5a68f62b1f7e1ca1c91b95a1,1,"{'distance': 0, 'tag': '购物;超市', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=5a68f62b1f7e1ca1c91b95a1&output=html&source=placeapi_v2', 'overall_rating': '3.6', 'comment_num': '0', 'shop_hours': '', 'label': '超市', 'children': []}","{'lat': 30.170415, 'lng': 120.109015}",http://api.map.baidu.com/place/detail?uid=5a68f62b1f7e1ca1c91b95a1&output=html&source=placeapi_v2,购物;超市,shopping,False,1,120.109015,30.170415,购物,超市
红谦超市,浙江省,杭州市,西湖区,浙江省杭州市西湖区沙秀路99号,15557187399,e7b39a9ea757db47631c6700,None,1,"{'distance': 0, 'tag': '购物;超市', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e7b39a9ea757db47631c6700&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '超市', 'children': []}","{'lat': 30.177584, 'lng': 120.114068}",http://api.map.baidu.com/place/detail?uid=e7b39a9ea757db47631c6700&output=html&source=placeapi_v2,购物;超市,shopping,False,1,120.114068,30.177584,购物,超市
舒适100服务中心,浙江省,杭州市,西湖区,杭州市西湖区余杭塘路799号五洲国际广场F1,18268836655,fb2478ce5e801e3fabf0cd72,fb2478ce5e801e3fabf0cd72,1,"{'distance': 433761, 'tag': '汽车服务', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=fb2478ce5e801e3fabf0cd72&output=html&source=placeapi_v2', 'image_num': '4', 'shop_hours': '', 'label': '汽车服务', 'children': []}","{'lat': 30.301707, 'lng': 120.103832}",http://api.map.baidu.com/place/detail?uid=fb2478ce5e801e3fabf0cd72&output=html&source=placeapi_v2,汽车服务,life,True,1,120.103832,30.301707,汽车服务,行业缺失
春忆舍成人情趣用品店,浙江省,杭州市,西湖区,浙江省杭州市西湖区五洲国际广场3号楼922室,19857049569,933f2d000163580fb05c6af4,933f2d000163580fb05c6af4,1,"{'distance': 433798, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=933f2d000163580fb05c6af4&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '3', 'shop_hours': '', 'label': '成人用品', 'children': []}","{'lat': 30.300585, 'lng': 120.102545}",http://api.map.baidu.com/place/detail?uid=933f2d000163580fb05c6af4&output=html&source=placeapi_v2,购物;商铺,shopping,True,1,120.102545,30.300585,购物,商铺
西湖工夫茶,浙江省,杭州市,西湖区,浙江省杭州市西湖区上城埭路193号,18868708663,722e33b49954b95a725e808a,722e33b49954b95a725e808a,1,"{'distance': 3687, 'tag': '美食;茶座', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=722e33b49954b95a725e808a&output=html&source=placeapi_v2', 'shop_hours': '08:30-22:00', 'label': '茶叶', 'children': []}","{'lat': 30.190324, 'lng': 120.064463}",http://api.map.baidu.com/place/detail?uid=722e33b49954b95a725e808a&output=html&source=placeapi_v2,美食;茶座,shopping,False,1,120.064463,30.190324,美食,茶座
视野联行眼镜(转塘店),浙江省,杭州市,西湖区,浙江省杭州市西湖区镇中路金街美地商务中心4号楼1105室,13221078691,e69ce8a3a821d27914948e2a,None,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e69ce8a3a821d27914948e2a&output=html&source=placeapi_v2', 'overall_rating': '4.9', 'comment_num': '2', 'shop_hours': '', 'label': '眼镜店', 'children': []}","{'lat': 30.153968, 'lng': 120.085454}",http://api.map.baidu.com/place/detail?uid=e69ce8a3a821d27914948e2a&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.085454,30.153968,购物,商铺
欣悦大药房(枫桦路1号支路店),浙江省,杭州市,西湖区,杭州市西湖区枫桦路珊瑚沙家园珊瑚沙购物中心,18305861128,56f1cd710dd6f3caa6da39d2,56f1cd710dd6f3caa6da39d2,1,"{'distance': 0, 'tag': '医疗;药店', 'type': 'hospital', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=56f1cd710dd6f3caa6da39d2&output=html&source=placeapi_v2', 'overall_rating': '0', 'image_num': '17', 'comment_num': '0', 'shop_hours': '', 'label': '药店', 'children': []}","{'lat': 30.170475, 'lng': 120.109123}",http://api.map.baidu.com/place/detail?uid=56f1cd710dd6f3caa6da39d2&output=html&source=placeapi_v2,医疗;药店,hospital,False,1,120.109123,30.170475,医疗,药店
西湖龙井茶灵隐炒制中心,浙江省,杭州市,西湖区,浙江省杭州市西湖区灵隐路白乐桥6号,13107722668,0d93188b9907e7e00c0e6bcb,0d93188b9907e7e00c0e6bcb,1,"{'distance': 3734, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0d93188b9907e7e00c0e6bcb&output=html&source=placeapi_v2', 'shop_hours': '09:00-23:00', 'label': '茶叶店', 'children': []}","{'lat': 30.249172, 'lng': 120.112763}",http://api.map.baidu.com/place/detail?uid=0d93188b9907e7e00c0e6bcb&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.112763,30.249172,购物,商铺
汽车油漆工业漆,浙江省,杭州市,西湖区,浙江省杭州市西湖区古灵慈路69号,15990041215,30d230f59867741cf62310c4,30d230f59867741cf62310c4,1,"{'distance': 0, 'tag': '购物;家居建材', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=30d230f59867741cf62310c4&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '家居店', 'children': []}","{'lat': 30.252485, 'lng': 120.062013}",http://api.map.baidu.com/place/detail?uid=30d230f59867741cf62310c4&output=html&source=placeapi_v2,购物;家居建材,shopping,False,1,120.062013,30.252485,购物,家居建材
余钞酒业(美上商业中心店),浙江省,杭州市,西湖区,杭州市西湖区转塘街道杜家浦路1号美上商业中心1号楼北中心1007号,13083967981,6fa5bae3c4f1e987ad045701,6fa5bae3c4f1e987ad045701,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=6fa5bae3c4f1e987ad045701&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '烟酒店', 'children': []}","{'lat': 30.152661, 'lng': 120.088194}",http://api.map.baidu.com/place/detail?uid=6fa5bae3c4f1e987ad045701&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.088194,30.152661,购物,商铺
弘信烟酒城(金街美地店),浙江省,杭州市,西湖区,浙江省杭州市西湖区云河路与洙泗路交叉口金街美地1号楼1层底商,13588133588,7e496f57085fe516c909f08d,7e496f57085fe516c909f08d,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=7e496f57085fe516c909f08d&output=html&source=placeapi_v2', 'overall_rating': '3.2', 'comment_num': '0', 'shop_hours': '', 'label': '烟酒店', 'children': []}","{'lat': 30.152865, 'lng': 120.085215}",http://api.map.baidu.com/place/detail?uid=7e496f57085fe516c909f08d&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.085215,30.152865,购物,商铺
清雅烟酒(金街美地店),浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘金街金街美地5号楼119室,15869012712,81b02e4666492568a6c7565d,81b02e4666492568a6c7565d,1,"{'distance': 0, 'tag': '购物;商铺', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=81b02e4666492568a6c7565d&output=html&source=placeapi_v2', 'overall_rating': '1', 'comment_num': '2', 'shop_hours': '', 'label': '烟酒店', 'children': []}","{'lat': 30.154222, 'lng': 120.084697}",http://api.map.baidu.com/place/detail?uid=81b02e4666492568a6c7565d&output=html&source=placeapi_v2,购物;商铺,shopping,False,1,120.084697,30.154222,购物,商铺
熙美诚品(金街美地店),浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘金街金街美地2楼,18758132013,274200d2e6f8a04ead31e5b8,274200d2e6f8a04ead31e5b8,1,"{'distance': 0, 'tag': '购物;其他', 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=274200d2e6f8a04ead31e5b8&output=html&source=placeapi_v2', 'overall_rating': '3.8', 'comment_num': '0', 'shop_hours': '', 'label': '购物', 'children': []}","{'lat': 30.153495, 'lng': 120.085261}",http://api.map.baidu.com/place/detail?uid=274200d2e6f8a04ead31e5b8&output=html&source=placeapi_v2,购物;其他,shopping,False,1,120.085261,30.153495,购物,其他
