name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,isin_region,手机号识别,bd09_lng,bd09_lat,wgs84_location,wgs84_lng,wgs84_lat,行业大类,行业子类
童画美术(杭州西湖三墩校区),浙江省,杭州市,西湖区,浙江省杭州市西湖区厚仁路三墩新天地商业中心11幢7楼,13777835068,6638e0ce87fb3267a8175a65,6638e0ce87fb3267a8175a65,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=6638e0ce87fb3267a8175a65&output=html&source=placeapi_v2', 'price': '0.0', 'shop_hours': '', 'label': '美术培训', 'children': []}","{'lat': 30.338177, 'lng': 120.085169}",http://api.map.baidu.com/place/detail?uid=6638e0ce87fb3267a8175a65&output=html&source=placeapi_v2,教育培训;培训机构,education,True,1,120.085169,30.338177,"120.07381418478647,30.334654886420335",120.07381418478647,30.334654886420335,教育培训,培训机构
好奇星托育中心(金地自在城店),浙江省,杭州市,西湖区,浙江省杭州市西湖区庄墩路金地自在城乐活湾北区4幢2楼,13372529311,d9feb1a1c2989bce7d29bd9b,d9feb1a1c2989bce7d29bd9b,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d9feb1a1c2989bce7d29bd9b&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'comment_num': '9', 'shop_hours': '', 'label': '教育培训', 'children': []}","{'lat': 30.34034, 'lng': 120.082554}",http://api.map.baidu.com/place/detail?uid=d9feb1a1c2989bce7d29bd9b&output=html&source=placeapi_v2,教育培训;培训机构,education,True,1,120.082554,30.34034,"120.07118932313446,30.33685881799395",120.07118932313446,30.33685881799395,教育培训,培训机构
恬梦考研,浙江省,杭州市,西湖区,浙江省杭州市西湖区美院南路78号象山国际艺术区1号楼2单元,13958160991,401d510806ad1864e6e965d5,401d510806ad1864e6e965d5,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=401d510806ad1864e6e965d5&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.15471, 'lng': 120.085588}",http://api.map.baidu.com/place/detail?uid=401d510806ad1864e6e965d5&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.085588,30.15471,"120.0742121156084,30.151185459679755",120.0742121156084,30.151185459679755,教育培训,培训机构
宜禾安亲托育,浙江省,杭州市,西湖区,浙江省杭州市西湖区创意路定山西苑一区配套公建16号,15397062685,c2867b643be513ca28d7abea,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c2867b643be513ca28d7abea&output=html&source=placeapi_v2', 'overall_rating': '4.2', 'comment_num': '10', 'shop_hours': '', 'label': '教育培训', 'children': []}","{'lat': 30.146837, 'lng': 120.074862}",http://api.map.baidu.com/place/detail?uid=c2867b643be513ca28d7abea&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.074862,30.146837,"120.06346008297156,30.143456469173092",120.06346008297156,30.143456469173092,教育培训,培训机构
西庐幼儿园小班部,浙江省,杭州市,西湖区,浙江省杭州市西湖区双龙街380号,18966177931,e2584ac634c9a9241d389459,e2584ac634c9a9241d389459,1,"{'distance': 0, 'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e2584ac634c9a9241d389459&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '幼儿园', 'children': []}","{'lat': 30.299047, 'lng': 120.066538}",http://api.map.baidu.com/place/detail?uid=e2584ac634c9a9241d389459&output=html&source=placeapi_v2,教育培训;其他,education,False,1,120.066538,30.299047,"120.0551315786653,30.295706076792204",120.0551315786653,30.295706076792204,教育培训,其他
伊风国学书画院,浙江省,杭州市,西湖区,杭州市西湖区池华街金地自在城,13588804912,8759fcf78530beef9cec2b0b,8759fcf78530beef9cec2b0b,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=8759fcf78530beef9cec2b0b&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '美术培训', 'children': []}","{'lat': 30.340298, 'lng': 120.082538}",http://api.map.baidu.com/place/detail?uid=8759fcf78530beef9cec2b0b&output=html&source=placeapi_v2,教育培训;培训机构,education,True,1,120.082538,30.340298,"120.07117328386703,30.33681706715224",120.07117328386703,30.33681706715224,教育培训,培训机构
小冬美术馆,浙江省,杭州市,西湖区,杭州市西湖区象山路保利未来域人才家苑东侧约50米,13282422786,c2b39aebb5b88b4bcb09f05c,c2b39aebb5b88b4bcb09f05c,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c2b39aebb5b88b4bcb09f05c&output=html&source=placeapi_v2', 'comment_num': '1', 'shop_hours': '', 'label': '兴趣艺术培训', 'children': []}","{'lat': 30.165193, 'lng': 120.07779}",http://api.map.baidu.com/place/detail?uid=c2b39aebb5b88b4bcb09f05c&output=html&source=placeapi_v2,教育培训;培训机构,education,True,1,120.07779,30.165193,"120.06639160341324,30.16178107904073",120.06639160341324,30.16178107904073,教育培训,培训机构
杭州天润驾驶培训有限公司彩虹桥训练场,浙江省,杭州市,西湖区,杭州市西湖区彩虹快速路禹洲·滨天地北侧约250米,16657130619,cc38c6603fe02a5c1894c6df,cc38c6603fe02a5c1894c6df,1,"{'distance': 3323, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=cc38c6603fe02a5c1894c6df&output=html&source=placeapi_v2', 'overall_rating': '3.4', 'shop_hours': '', 'label': '驾校', 'children': []}","{'lat': 30.15991, 'lng': 120.121439}",http://api.map.baidu.com/place/detail?uid=cc38c6603fe02a5c1894c6df&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.121439,30.15991,"120.11022796362064,30.1558405057133",120.11022796362064,30.1558405057133,教育培训,培训机构
荻秋艺术,浙江省,杭州市,西湖区,浙江省杭州市西湖区枫桦东路钱塘one9栋1031室,18158506540,6ae7e4969e7bc0ef1b11d598,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=6ae7e4969e7bc0ef1b11d598&output=html&source=placeapi_v2', 'overall_rating': '4.0', 'comment_num': '1', 'shop_hours': '', 'label': '艺术培训', 'children': []}","{'lat': 30.155194, 'lng': 120.123034}",http://api.map.baidu.com/place/detail?uid=6ae7e4969e7bc0ef1b11d598&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.123034,30.155194,"120.11182734004761,30.151119034285994",120.11182734004761,30.151119034285994,教育培训,培训机构
摩兮儿童美术(三墩馆),浙江省,杭州市,西湖区,浙江省杭州市西湖区紫宣路318号,18868891442,9abd5fb9c864c5da5fbe86d9,,1,"{'distance': 714, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=9abd5fb9c864c5da5fbe86d9&output=html&source=placeapi_v2', 'shop_hours': '10:00-21:00', 'label': '艺术培训', 'children': []}","{'lat': 30.331697, 'lng': 120.078389}",http://api.map.baidu.com/place/detail?uid=9abd5fb9c864c5da5fbe86d9&output=html&source=placeapi_v2,教育培训;培训机构,education,True,1,120.078389,30.331697,"120.06701341455633,30.3282739430619",120.06701341455633,30.3282739430619,教育培训,培训机构
杭州交通工程监理咨询有限公司中心试验室,浙江省,杭州市,西湖区,云梦路浙恒科技园六号楼1层,18358516801,5e99bc93ab0b6853902ca384,5e99bc93ab0b6853902ca384,1,"{'distance': 0, 'tag': '公司企业;公司', 'type': 'enterprise', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=5e99bc93ab0b6853902ca384&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '工程咨询公司', 'children': []}","{'lat': 30.139879, 'lng': 120.0895}",http://api.map.baidu.com/place/detail?uid=5e99bc93ab0b6853902ca384&output=html&source=placeapi_v2,公司企业;公司,enterprise,False,1,120.0895,30.139879,"120.07814831141036,30.136287706131508",120.07814831141036,30.136287706131508,公司企业,公司
耕心启智艺术公社,浙江省,杭州市,西湖区,浙江省杭州市西湖区外桐坞666号,13356159902,1a7b3b1daf21f89f250bd015,1a7b3b1daf21f89f250bd015,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=1a7b3b1daf21f89f250bd015&output=html&source=placeapi_v2', 'overall_rating': '1', 'comment_num': '3', 'shop_hours': '', 'label': '兴趣艺术培训', 'children': []}","{'lat': 30.204349, 'lng': 120.063463}",http://api.map.baidu.com/place/detail?uid=1a7b3b1daf21f89f250bd015&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.063463,30.204349,"120.05209228811341,30.201022006983116",120.05209228811341,30.201022006983116,教育培训,培训机构
钠镁教育(三墩校区),浙江省,杭州市,西湖区,浙江省杭州市西湖区三墩镇新天地商业中心3幢2楼,"13336144167,17767161256",addabeb52c6132aed7851fe6,addabeb52c6132aed7851fe6,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=addabeb52c6132aed7851fe6&output=html&source=placeapi_v2', 'overall_rating': '3.6', 'comment_num': '2', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.33626, 'lng': 120.086205}",http://api.map.baidu.com/place/detail?uid=addabeb52c6132aed7851fe6&output=html&source=placeapi_v2,教育培训;培训机构,education,True,1,120.086205,30.33626,"120.07485453195453,30.332720811758993",120.07485453195453,30.332720811758993,教育培训,培训机构
果绿艺术,浙江省,杭州市,西湖区,浙江省杭州市西湖区池华街金地自在城乐活湾3幢,15868827567,4043db2df1d907de08f5eb18,4043db2df1d907de08f5eb18,1,"{'distance': 519, 'tag': '教育培训', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=4043db2df1d907de08f5eb18&output=html&source=placeapi_v2', 'shop_hours': '08:00-20:00', 'label': '艺术培训', 'children': []}","{'lat': 30.340204, 'lng': 120.082842}",http://api.map.baidu.com/place/detail?uid=4043db2df1d907de08f5eb18&output=html&source=placeapi_v2,教育培训,education,True,1,120.082842,30.340204,"120.07147832018376,30.336718485825383",120.07147832018376,30.336718485825383,教育培训,行业缺失
蒋村驾校官方报名处,浙江省,杭州市,西湖区,杭州市西湖区,15658807221,e108366c39546dfa16c90598,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e108366c39546dfa16c90598&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '驾校', 'children': []}","{'lat': 30.208854, 'lng': 120.022198}",http://api.map.baidu.com/place/detail?uid=e108366c39546dfa16c90598&output=html&source=placeapi_v2,教育培训;培训机构,education,True,1,120.022198,30.208854,"120.0110600188712,30.205027753967755",120.0110600188712,30.205027753967755,教育培训,培训机构
柠檬匠少儿艺术,浙江省,杭州市,西湖区,浙江省杭州市西湖区创意路凤凰创意大厦3b1单元106-2号,15521089639,0acfbf6ab2ba1e6a28b97cf3,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0acfbf6ab2ba1e6a28b97cf3&output=html&source=placeapi_v2', 'comment_num': '2', 'shop_hours': '', 'label': '美术培训', 'children': []}","{'lat': 30.145406, 'lng': 120.075865}",http://api.map.baidu.com/place/detail?uid=0acfbf6ab2ba1e6a28b97cf3&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.075865,30.145406,"120.06446541931284,30.142015898702134",120.06446541931284,30.142015898702134,教育培训,培训机构
全纳教育(西湖校区),浙江省,杭州市,西湖区,浙江省杭州市西湖区厚仁路313号生活广场5楼207室,"13173668342,15830132345",0227a32a5883601b5fd4fe9e,0227a32a5883601b5fd4fe9e,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0227a32a5883601b5fd4fe9e&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.338833, 'lng': 120.085494}",http://api.map.baidu.com/place/detail?uid=0227a32a5883601b5fd4fe9e&output=html&source=placeapi_v2,教育培训;培训机构,education,True,1,120.085494,30.338833,"120.07414029146229,30.335305376218713",120.07414029146229,30.335305376218713,教育培训,培训机构
孪生画室(名师校区),浙江省,杭州市,西湖区,浙江省杭州市西湖区霞鸣街之江商务中心2号楼8层,18072982900,947b1870a1eb04c7932ca32f,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=947b1870a1eb04c7932ca32f&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.147955, 'lng': 120.078447}",http://api.map.baidu.com/place/detail?uid=947b1870a1eb04c7932ca32f&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.078447,30.147955,"120.06705105439421,30.144535574454224",120.06705105439421,30.144535574454224,教育培训,培训机构
童舞艺术(转塘店),浙江省,杭州市,西湖区,浙江省杭州市西湖区凤凰创意大厦4号楼2单元206室,18367185680,871a93fb936b02bd8f55ecaf,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=871a93fb936b02bd8f55ecaf&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '艺术培训', 'children': []}","{'lat': 30.145282, 'lng': 120.076757}",http://api.map.baidu.com/place/detail?uid=871a93fb936b02bd8f55ecaf&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.076757,30.145282,"120.06535905148698,30.141882515607968",120.06535905148698,30.141882515607968,教育培训,培训机构
瑾禾艺术,浙江省,杭州市,西湖区,浙江省杭州市西湖区振华路1-13号首开国风美域2号楼二楼,18258286321,a6523c715b8301133fe231e5,a6523c715b8301133fe231e5,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a6523c715b8301133fe231e5&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '艺术培训', 'children': []}","{'lat': 30.323486, 'lng': 120.098454}",http://api.map.baidu.com/place/detail?uid=a6523c715b8301133fe231e5&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.098454,30.323486,"120.08715954449242,30.319719001827774",120.08715954449242,30.319719001827774,教育培训,培训机构
杭州五环驾校(小和山校区),浙江省,杭州市,西湖区,杭州市西湖区小和山新苑后方1公里左右,18989462887,f273baece76acdbcdf1e520a,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=f273baece76acdbcdf1e520a&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '驾校', 'children': []}","{'lat': 30.212451, 'lng': 120.044002}",http://api.map.baidu.com/place/detail?uid=f273baece76acdbcdf1e520a&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.044002,30.212451,"120.03271944521609,30.20894845105591",120.03271944521609,30.20894845105591,教育培训,培训机构
华澄教育(城西校区),浙江省,杭州市,西湖区,浙江省杭州市西湖区文一西路75号数字娱乐产业园3号楼1楼,13396815240,5582351efa3eca7f2d473308,5582351efa3eca7f2d473308,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=5582351efa3eca7f2d473308&output=html&source=placeapi_v2', 'price': '0.0', 'overall_rating': '5', 'comment_num': '97', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.291578, 'lng': 120.120787}",http://api.map.baidu.com/place/detail?uid=5582351efa3eca7f2d473308&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.120787,30.291578,"120.10956894085206,30.287504609878162",120.10956894085206,30.287504609878162,教育培训,培训机构
外桐坞文化礼堂,浙江省,杭州市,西湖区,杭州市西湖区桐坞村37号,13968013889,e3fee8fab17be3cf5cd4fec2,,1,"{'distance': 3121, 'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e3fee8fab17be3cf5cd4fec2&output=html&source=placeapi_v2', 'shop_hours': '09:00-17:00', 'label': '教育培训', 'children': []}","{'lat': 30.203722, 'lng': 120.063447}",http://api.map.baidu.com/place/detail?uid=e3fee8fab17be3cf5cd4fec2&output=html&source=placeapi_v2,教育培训;其他,education,False,1,120.063447,30.203722,"120.05207600146963,30.200394925602595",120.05207600146963,30.200394925602595,教育培训,其他
杭州平安驾校(城西训练场),浙江省,杭州市,西湖区,杭州市西湖区晴川街杭州市西湖区西溪花园幼儿园西侧约30米,15397167630,fc694d4bb3e053260bf5ebe4,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=fc694d4bb3e053260bf5ebe4&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '驾校', 'children': []}","{'lat': 30.289615, 'lng': 120.066926}",http://api.map.baidu.com/place/detail?uid=fc694d4bb3e053260bf5ebe4&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.066926,30.289615,"120.0555122708608,30.28627240606744",120.0555122708608,30.28627240606744,教育培训,培训机构
云林图书馆,浙江省,杭州市,西湖区,浙江省杭州市西湖区法云弄1号,13777476362,dfc496b69ef59baf8936ee41,dfc496b69ef59baf8936ee41,1,"{'distance': 0, 'tag': '教育培训;图书馆', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=dfc496b69ef59baf8936ee41&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '2', 'shop_hours': '', 'label': '图书馆', 'children': []}","{'lat': 30.247344, 'lng': 120.107246}",http://api.map.baidu.com/place/detail?uid=dfc496b69ef59baf8936ee41&output=html&source=placeapi_v2,教育培训;图书馆,education,False,1,120.107246,30.247344,"120.09598726357254,30.24342433950738",120.09598726357254,30.24342433950738,教育培训,图书馆
花和艺美术,浙江省,杭州市,西湖区,浙江省杭州市西湖区宝嘉誉府8幢103商铺,18100177774,0dc41a13568c12849122e012,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0dc41a13568c12849122e012&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '4', 'shop_hours': '', 'label': '艺术培训', 'children': []}","{'lat': 30.320411, 'lng': 120.091068}",http://api.map.baidu.com/place/detail?uid=0dc41a13568c12849122e012&output=html&source=placeapi_v2,教育培训;培训机构,education,False,1,120.091068,30.320411,"120.0797342000244,30.316785045466954",120.0797342000244,30.316785045466954,教育培训,培训机构
优厚向上培训,浙江省,杭州市,西湖区,杭州市西湖区双浦镇袁浦,15869154151,9abd5e9a89fb9a576b49f3cb,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=9abd5e9a89fb9a576b49f3cb&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '4', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.117467, 'lng': 120.152804}",http://api.map.baidu.com/place/detail?uid=9abd5e9a89fb9a576b49f3cb&output=html&source=placeapi_v2,教育培训;培训机构,education,True,1,120.152804,30.117467,"120.14162432984043,30.113721702198614",120.14162432984043,30.113721702198614,教育培训,培训机构
