name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,isin_region,手机号识别,bd09_lng,bd09_lat,wgs84_location,wgs84_lng,wgs84_lat,行业大类,行业子类
浙江科技学院(留下校区)-实验中心,浙江省,杭州市,西湖区,浙江省杭州市西湖区留和路318号,None,0125fcd33c34d5d026d2bb53,None,1,"{'distance': 0, 'tag': '教育培训;科研机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0125fcd33c34d5d026d2bb53&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '1', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.227751, 'lng': 120.034456}",http://api.map.baidu.com/place/detail?uid=0125fcd33c34d5d026d2bb53&output=html&source=placeapi_v2,教育培训;科研机构,education,False,0,120.034456,30.227751,"120.02323328234864,30.2240951722554",120.02323328234864,30.2240951722554,教育培训,科研机构
浙江省农业生物资源生化制造协同创新中心(小和山校区),浙江省,杭州市,西湖区,浙江省杭州市西湖区留和路318号,None,1d33295b75aad737bca822af,None,1,"{'distance': 0, 'tag': '教育培训;科研机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=1d33295b75aad737bca822af&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '科研机构', 'children': []}","{'lat': 30.226499, 'lng': 120.033675}",http://api.map.baidu.com/place/detail?uid=1d33295b75aad737bca822af&output=html&source=placeapi_v2,教育培训;科研机构,education,False,0,120.033675,30.226499,"120.02245850824808,30.22283093929585",120.02245850824808,30.22283093929585,教育培训,科研机构
浙江外国语学院图书馆,浙江省,杭州市,西湖区,浙江省杭州市西湖区留和路299号花园城中心小和山新苑5区1憧,None,80234d8ea82ae1598bb98828,80234d8ea82ae1598bb98828,1,"{'distance': 0, 'tag': '教育培训;图书馆', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=80234d8ea82ae1598bb98828&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '图书馆', 'children': []}","{'lat': 30.225517, 'lng': 120.044815}",http://api.map.baidu.com/place/detail?uid=80234d8ea82ae1598bb98828&output=html&source=placeapi_v2,教育培训;图书馆,education,False,0,120.044815,30.225517,"120.03352419779068,30.22202523898443",120.03352419779068,30.22202523898443,教育培训,图书馆
孝慈水木清华幼儿园,浙江省,杭州市,西湖区,浙江省杭州市西湖区西和路7-1-3号,None,29e17cfaf53d411f07026fd3,29e17cfaf53d411f07026fd3,1,"{'distance': 0, 'tag': '教育培训;幼儿园', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=29e17cfaf53d411f07026fd3&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '幼儿园', 'children': []}","{'lat': 30.224677, 'lng': 120.024921}",http://api.map.baidu.com/place/detail?uid=29e17cfaf53d411f07026fd3&output=html&source=placeapi_v2,教育培训;幼儿园,education,False,0,120.024921,30.224677,"120.013764355055,30.22088176067594",120.013764355055,30.22088176067594,教育培训,幼儿园
龙坞幼儿园(里桐坞园区),浙江省,杭州市,西湖区,杭州市西湖区桐坞东路,None,08e67c5f57d4ad11f72310f2,None,1,"{'distance': 0, 'tag': '教育培训;幼儿园', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=08e67c5f57d4ad11f72310f2&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '幼儿园', 'children': []}","{'lat': 30.20323, 'lng': 120.059851}",http://api.map.baidu.com/place/detail?uid=08e67c5f57d4ad11f72310f2&output=html&source=placeapi_v2,教育培训;幼儿园,education,False,0,120.059851,30.20323,"120.04848858860262,30.199892586807707",120.04848858860262,30.199892586807707,教育培训,幼儿园
浙江科技学院-图书馆,浙江省,杭州市,西湖区,浙江省杭州市西湖区留和路318号,(0571)85070820,749b3868ec69dade354aaebd,749b3868ec69dade354aaebd,1,"{'distance': 0, 'tag': '教育培训;图书馆', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=749b3868ec69dade354aaebd&output=html&source=placeapi_v2', 'overall_rating': '4.8', 'comment_num': '22', 'shop_hours': '', 'label': '图书馆', 'children': []}","{'lat': 30.225877, 'lng': 120.034086}",http://api.map.baidu.com/place/detail?uid=749b3868ec69dade354aaebd&output=html&source=placeapi_v2,教育培训;图书馆,education,False,0,120.034086,30.225877,"120.02286702770586,30.222215616117264",120.02286702770586,30.222215616117264,教育培训,图书馆
浙江长征职业技术学院-图书信息楼,浙江省,杭州市,西湖区,浙江省杭州市西湖区留和路浙江长征职业技术学院13号楼107室,None,232884b7c12f276f5e0d02ee,232884b7c12f276f5e0d02ee,1,"{'distance': 0, 'tag': '教育培训;图书馆', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=232884b7c12f276f5e0d02ee&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '图书馆', 'children': []}","{'lat': 30.212732, 'lng': 120.025234}",http://api.map.baidu.com/place/detail?uid=232884b7c12f276f5e0d02ee&output=html&source=placeapi_v2,教育培训;图书馆,education,True,0,120.025234,30.212732,"120.01407803339792,30.208941833108586",120.01407803339792,30.208941833108586,教育培训,图书馆
龙坞茶学院专家楼,浙江省,杭州市,西湖区,杭州市西湖区上城埭路一席茶茗宿西北侧,None,a0650fbef43e3354f82d6195,a0650fbef43e3354f82d6195,1,"{'distance': 0, 'tag': '房地产;写字楼', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a0650fbef43e3354f82d6195&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '教育培训', 'children': []}","{'lat': 30.1853, 'lng': 120.050079}",http://api.map.baidu.com/place/detail?uid=a0650fbef43e3354f82d6195&output=html&source=placeapi_v2,房地产;写字楼,education,False,0,120.050079,30.1853,"120.03874339975097,30.181876542978802",120.03874339975097,30.181876542978802,房地产,写字楼
杭州金融研究院,浙江省,杭州市,西湖区,浙江省杭州市西湖区屏峰888号,(0571)88047111,3fd728269b8449e6ab175a50,None,1,"{'distance': 0, 'tag': '教育培训;科研机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=3fd728269b8449e6ab175a50&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '科研机构', 'children': []}","{'lat': 30.226807, 'lng': 120.057294}",http://api.map.baidu.com/place/detail?uid=3fd728269b8449e6ab175a50&output=html&source=placeapi_v2,教育培训;科研机构,education,False,0,120.057294,30.226807,"120.04593914973573,30.223454219672636",120.04593914973573,30.223454219672636,教育培训,科研机构
文化讲堂,浙江省,杭州市,西湖区,杭州市西湖区转塘街道外桐坞村92号画外桐坞景区,None,0656fb0f8c1aed9deee4a520,None,1,"{'distance': 0, 'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0656fb0f8c1aed9deee4a520&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.204921, 'lng': 120.064076}",http://api.map.baidu.com/place/detail?uid=0656fb0f8c1aed9deee4a520&output=html&source=placeapi_v2,教育培训;其他,education,False,0,120.064076,30.204921,"120.05270442726388,30.201594609919695",120.05270442726388,30.201594609919695,教育培训,其他
浙江外国语学院艺术楼A,浙江省,杭州市,西湖区,留和路309号,None,071e6f313dcf2e5f40afe60f,,1,"{'distance': 2950, 'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=071e6f313dcf2e5f40afe60f&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '教育培训', 'children': []}","{'lat': 30.2241, 'lng': 120.042782}",http://api.map.baidu.com/place/detail?uid=071e6f313dcf2e5f40afe60f&output=html&source=placeapi_v2,教育培训;其他,education,False,0,120.042782,30.2241,"120.03150488209343,30.220577950554425",120.03150488209343,30.220577950554425,教育培训,其他
望院教学楼,浙江省,杭州市,西湖区,杭州市西湖区留和路浙江外国语学院,None,1a0d1a99dcba6acc5fbe86a6,None,1,"{'distance': 0, 'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=1a0d1a99dcba6acc5fbe86a6&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '教学楼', 'children': []}","{'lat': 30.227069, 'lng': 120.043988}",http://api.map.baidu.com/place/detail?uid=1a0d1a99dcba6acc5fbe86a6&output=html&source=placeapi_v2,教育培训;其他,education,False,0,120.043988,30.227069,"120.03270145213371,30.223564692120817",120.03270145213371,30.223564692120817,教育培训,其他
浙楠双师艺术,浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘街道外桐坞工业区6号,None,f25183cdd39b802695ec8499,f25183cdd39b802695ec8499,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=f25183cdd39b802695ec8499&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '1', 'shop_hours': '', 'label': '艺术培训', 'children': []}","{'lat': 30.199557, 'lng': 120.064961}",http://api.map.baidu.com/place/detail?uid=f25183cdd39b802695ec8499&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.064961,30.199557,"120.0535848739733,30.196230145154487",120.0535848739733,30.196230145154487,教育培训,培训机构
音悦课音乐艺考基地,浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘街道外桐坞工业园区6号大隐城,"(0571)85108262,13306511710",a98e154e19228757626858c2,a98e154e19228757626858c2,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a98e154e19228757626858c2&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.199262, 'lng': 120.06482}",http://api.map.baidu.com/place/detail?uid=a98e154e19228757626858c2&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.06482,30.199262,"120.05344388658983,30.195935124239703",120.05344388658983,30.195935124239703,教育培训,培训机构
浙江省食品物流装备技术研究重点实验室,浙江省,杭州市,西湖区,浙江省杭州市西湖区留和路318号,None,2b0b80d9021d0f4f364aaefd,None,1,"{'distance': 0, 'tag': '教育培训;科研机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=2b0b80d9021d0f4f364aaefd&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '科研机构', 'children': []}","{'lat': 30.227826, 'lng': 120.035382}",http://api.map.baidu.com/place/detail?uid=2b0b80d9021d0f4f364aaefd&output=html&source=placeapi_v2,教育培训;科研机构,education,False,0,120.035382,30.227826,"120.02415280175899,30.224185058124498",120.02415280175899,30.224185058124498,教育培训,科研机构
浙江科技学院-湖心亭,浙江省,杭州市,西湖区,浙江省杭州市西湖区留和路318号科技学院(近和山路),None,396554a99915d5571c3894ee,396554a99915d5571c3894ee,1,"{'distance': 0, 'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=396554a99915d5571c3894ee&output=html&source=placeapi_v2', 'overall_rating': '4.3', 'comment_num': '4', 'shop_hours': '', 'label': '校内设施', 'children': []}","{'lat': 30.224984, 'lng': 120.034768}",http://api.map.baidu.com/place/detail?uid=396554a99915d5571c3894ee&output=html&source=placeapi_v2,教育培训;其他,education,False,0,120.034768,30.224984,"120.02354479525887,30.221333713793314",120.02354479525887,30.221333713793314,教育培训,其他
杭州保通机动车驾驶员培训有限公司,浙江省,杭州市,西湖区,致博路8号,None,175e3c86911ced7dc27da22b,None,1,"{'distance': 2914, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=175e3c86911ced7dc27da22b&output=html&source=placeapi_v2', 'price': '0.0', 'shop_hours': '09:00-17:00', 'label': '驾校', 'children': []}","{'lat': 30.162185, 'lng': 120.061498}",http://api.map.baidu.com/place/detail?uid=175e3c86911ced7dc27da22b&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.061498,30.162185,"120.05010111522283,30.158846996403025",120.05010111522283,30.158846996403025,教育培训,培训机构
龙坞艺术园区,浙江省,杭州市,西湖区,杭州市西湖区龙新路龙坞社区东北侧约110米,None,5111c623e0db578625e0a039,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=5111c623e0db578625e0a039&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '艺术培训', 'children': []}","{'lat': 30.187415, 'lng': 120.066459}",http://api.map.baidu.com/place/detail?uid=5111c623e0db578625e0a039&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.066459,30.187415,"120.05507082261589,30.18408448317315",120.05507082261589,30.18408448317315,教育培训,培训机构
留下幼儿园(东穆坞分园),浙江省,杭州市,西湖区,杭州市西湖区外东穆坞村146号,None,3f9337d631d4c9b2f7231012,3f9337d631d4c9b2f7231012,1,"{'distance': 0, 'tag': '教育培训;幼儿园', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=3f9337d631d4c9b2f7231012&output=html&source=placeapi_v2', 'overall_rating': '3.7', 'comment_num': '1', 'shop_hours': '', 'label': '幼儿园', 'children': []}","{'lat': 30.227646, 'lng': 120.067915}",http://api.map.baidu.com/place/detail?uid=3f9337d631d4c9b2f7231012&output=html&source=placeapi_v2,教育培训;幼儿园,education,False,0,120.067915,30.227646,"120.05653649409304,30.224313633864693",120.05653649409304,30.224313633864693,教育培训,幼儿园
杭州顺网科技大清谷研发基地,浙江省,杭州市,西湖区,浙江省杭州市西湖区清谷路19号,None,5bb5473821ad4c81fa42b238,5bb5473821ad4c81fa42b238,1,"{'distance': 0, 'tag': '公司企业;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=5bb5473821ad4c81fa42b238&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '科研机构', 'children': []}","{'lat': 30.195883, 'lng': 120.077008}",http://api.map.baidu.com/place/detail?uid=5bb5473821ad4c81fa42b238&output=html&source=placeapi_v2,公司企业;其他,education,False,0,120.077008,30.195883,"120.06563210390163,30.192485531359523",120.06563210390163,30.192485531359523,公司企业,其他
西湖区龙坞幼儿园(叶埠桥园区),浙江省,杭州市,西湖区,浙江省杭州市西湖区叶埠桥50号,"(0571)56195006,(0571)56195630",59d732a852d947719f09f7e5,59d732a852d947719f09f7e5,1,"{'distance': 0, 'tag': '教育培训;幼儿园', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=59d732a852d947719f09f7e5&output=html&source=placeapi_v2', 'overall_rating': '0.0', 'comment_num': '1', 'shop_hours': '', 'label': '幼儿园', 'children': []}","{'lat': 30.181737, 'lng': 120.074822}",http://api.map.baidu.com/place/detail?uid=59d732a852d947719f09f7e5&output=html&source=placeapi_v2,教育培训;幼儿园,education,False,0,120.074822,30.181737,"120.06342987756553,30.17835897099488",120.06342987756553,30.17835897099488,教育培训,幼儿园
中国农业科学院茶叶研究所蓝城茶学院,浙江省,杭州市,西湖区,浙江省杭州市西湖区九街中国农业科学院茶叶研究所22号楼2楼,None,836e7e4e4e2b3c5e08f5eb12,None,1,"{'distance': 0, 'tag': '教育培训;科研机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=836e7e4e4e2b3c5e08f5eb12&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '科研机构', 'children': []}","{'lat': 30.188958, 'lng': 120.065303}",http://api.map.baidu.com/place/detail?uid=836e7e4e4e2b3c5e08f5eb12&output=html&source=placeapi_v2,教育培训;科研机构,education,True,0,120.065303,30.188958,"120.05391767001296,30.185629074689103",120.05391767001296,30.185629074689103,教育培训,科研机构
绿城教育奇妙园(之江一号中心),浙江省,杭州市,西湖区,浙江省杭州市西湖区横桥路之江一号青悦里2楼,"(0571)81389985,13588180340",b156dbeb02edd4e64354d702,b156dbeb02edd4e64354d702,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b156dbeb02edd4e64354d702&output=html&source=placeapi_v2', 'overall_rating': '4.3', 'comment_num': '2', 'shop_hours': '', 'label': '亲子教育', 'children': []}","{'lat': 30.16855, 'lng': 120.077531}",http://api.map.baidu.com/place/detail?uid=b156dbeb02edd4e64354d702&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.077531,30.16855,"120.06613360116805,30.165141438825",120.06613360116805,30.165141438825,教育培训,培训机构
媞亚花艺培训学院,浙江省,杭州市,西湖区,浙江省杭州市西湖区东山里28号,None,ebf150b5914bb3b94d2fdf81,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=ebf150b5914bb3b94d2fdf81&output=html&source=placeapi_v2', 'overall_rating': '3.8', 'comment_num': '1', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.183135, 'lng': 120.075153}",http://api.map.baidu.com/place/detail?uid=ebf150b5914bb3b94d2fdf81&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.075153,30.183135,"120.06376260885746,30.17975414108527",120.06376260885746,30.17975414108527,教育培训,培训机构
艺唐音乐艺术中心,浙江省,杭州市,西湖区,杭州市西湖区清谷路大美创意园,None,b0002cce4b37419d9d9d68a4,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b0002cce4b37419d9d9d68a4&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '艺术培训', 'children': []}","{'lat': 30.184896, 'lng': 120.074907}",http://api.map.baidu.com/place/detail?uid=b0002cce4b37419d9d9d68a4&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.074907,30.184896,"120.06351788685578,30.18151784658134",120.06351788685578,30.18151784658134,教育培训,培训机构
象山艺坊(精品校区),浙江省,杭州市,西湖区,杭州市西湖区东山里17号(象山艺坊精品校区),None,d7b39fe2b4dec77dd4851ffa,d7b39fe2b4dec77dd4851ffa,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d7b39fe2b4dec77dd4851ffa&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '2', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.185222, 'lng': 120.076091}",http://api.map.baidu.com/place/detail?uid=d7b39fe2b4dec77dd4851ffa&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.076091,30.185222,"120.06470399850701,30.181832232057577",120.06470399850701,30.181832232057577,教育培训,培训机构
浙江音乐学院行政楼,浙江省,杭州市,西湖区,浙江省杭州市西湖区浙音路1号,None,a0d37cce81acb4491d580018,a0d37cce81acb4491d580018,1,"{'distance': 0, 'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a0d37cce81acb4491d580018&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '教育培训', 'children': []}","{'lat': 30.162013, 'lng': 120.063234}",http://api.map.baidu.com/place/detail?uid=a0d37cce81acb4491d580018&output=html&source=placeapi_v2,教育培训;其他,education,False,0,120.063234,30.162013,"120.0518331570694,30.15867881384594",120.0518331570694,30.15867881384594,教育培训,其他
戏剧学研究所,浙江省,杭州市,西湖区,杭州市西湖区致博路浙江音乐学院(北区),None,40051690f39cf1a0354aae28,None,1,"{'distance': 0, 'tag': '教育培训;科研机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=40051690f39cf1a0354aae28&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '科研机构', 'children': []}","{'lat': 30.1627, 'lng': 120.064583}",http://api.map.baidu.com/place/detail?uid=40051690f39cf1a0354aae28&output=html&source=placeapi_v2,教育培训;科研机构,education,False,0,120.064583,30.1627,"120.05317987952289,30.159366881829744",120.05317987952289,30.159366881829744,教育培训,科研机构
浙江音乐学院-图书馆,浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘街道浙音路1号学院9号楼,(0571)89808176,8433f17b4a7df6e95d0d0209,None,1,"{'distance': 0, 'tag': '教育培训;图书馆', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=8433f17b4a7df6e95d0d0209&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '图书馆', 'children': []}","{'lat': 30.161439, 'lng': 120.06346}",http://api.map.baidu.com/place/detail?uid=8433f17b4a7df6e95d0d0209&output=html&source=placeapi_v2,教育培训;图书馆,education,False,0,120.06346,30.161439,"120.05205858900652,30.158105080302544",120.05205858900652,30.158105080302544,教育培训,图书馆
明好小语种(转塘校区),浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘梦园街定北二区6幢二单元904号,4000177907,21eaaecd5d2472cf31f71d95,None,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=21eaaecd5d2472cf31f71d95&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '语言培训', 'children': []}","{'lat': 30.163773, 'lng': 120.071278}",http://api.map.baidu.com/place/detail?uid=21eaaecd5d2472cf31f71d95&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.071278,30.163773,"120.05987093995533,30.16041967039138",120.05987093995533,30.16041967039138,教育培训,培训机构
杭州中华职业专修学校,浙江省,杭州市,西湖区,浙江省杭州市西湖区九街50号,(0571)86088396,8e5ff070dc7b6c498bdb736c,8e5ff070dc7b6c498bdb736c,1,"{'distance': 0, 'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=8e5ff070dc7b6c498bdb736c&output=html&source=placeapi_v2', 'overall_rating': '3.4', 'shop_hours': '', 'label': '培训机构', 'children': []}","{'lat': 30.18685, 'lng': 120.064991}",http://api.map.baidu.com/place/detail?uid=8e5ff070dc7b6c498bdb736c&output=html&source=placeapi_v2,教育培训;其他,education,False,0,120.064991,30.18685,"120.05360418116678,30.18352075570337",120.05360418116678,30.18352075570337,教育培训,其他
迪迪龙英语(转塘校),浙江省,杭州市,西湖区,方家苑商-078号,(0571)85381369,d767ef9ecf21a9591b11d524,d767ef9ecf21a9591b11d524,1,"{'distance': 0, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d767ef9ecf21a9591b11d524&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '1', 'shop_hours': '', 'label': '英语培训', 'children': []}","{'lat': 30.168063, 'lng': 120.077405}",http://api.map.baidu.com/place/detail?uid=d767ef9ecf21a9591b11d524&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.077405,30.168063,"120.06600708873329,30.16465582573005",120.06600708873329,30.16465582573005,教育培训,培训机构
瑷骊山幼儿园(瑷骊山园区),浙江省,杭州市,西湖区,浙江省杭州市西湖区望江山路1号,None,8b92292c031c9b961e1d1150,8b92292c031c9b961e1d1150,1,"{'distance': 0, 'tag': '教育培训;幼儿园', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=8b92292c031c9b961e1d1150&output=html&source=placeapi_v2', 'overall_rating': '3.7', 'comment_num': '1', 'shop_hours': '', 'label': '幼儿园', 'children': []}","{'lat': 30.148867, 'lng': 120.072692}",http://api.map.baidu.com/place/detail?uid=8b92292c031c9b961e1d1150&output=html&source=placeapi_v2,教育培训;幼儿园,education,False,0,120.072692,30.148867,"120.06128677138209,30.14550441628807",120.06128677138209,30.14550441628807,教育培训,幼儿园
浙江音乐学院音乐楼,浙江省,杭州市,西湖区,浙江音乐学院4号楼,None,38c5dabfab4ecdf33a04b13b,None,1,"{'distance': 3423, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=38c5dabfab4ecdf33a04b13b&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '艺术培训', 'children': []}","{'lat': 30.160905, 'lng': 120.06666}",http://api.map.baidu.com/place/detail?uid=38c5dabfab4ecdf33a04b13b&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.06666,30.160905,"120.05525376722005,30.157570032022267",120.05525376722005,30.157570032022267,教育培训,培训机构
龙坞幼儿园(葛衙庄园区店),浙江省,杭州市,西湖区,浙江省杭州市西湖区转塘街道采青路61号,None,471c85cb041d033da5da39d4,471c85cb041d033da5da39d4,1,"{'distance': 0, 'tag': '教育培训;幼儿园', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=471c85cb041d033da5da39d4&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '幼儿园', 'children': []}","{'lat': 30.186987, 'lng': 120.057246}",http://api.map.baidu.com/place/detail?uid=471c85cb041d033da5da39d4&output=html&source=placeapi_v2,教育培训;幼儿园,education,False,0,120.057246,30.186987,"120.04587946099251,30.183632093103107",120.04587946099251,30.183632093103107,教育培训,幼儿园
冷暖艺术,浙江省,杭州市,西湖区,浙江省杭州市西湖区外桐坞70号1楼,None,ec529fd2accfcc59c51e510f,None,1,"{'distance': 3048, 'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=ec529fd2accfcc59c51e510f&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '艺术培训', 'children': []}","{'lat': 30.204703, 'lng': 120.062478}",http://api.map.baidu.com/place/detail?uid=ec529fd2accfcc59c51e510f&output=html&source=placeapi_v2,教育培训;培训机构,education,False,0,120.062478,30.204703,"120.0511095128467,30.201374420527763",120.0511095128467,30.201374420527763,教育培训,培训机构
学军小学(求智校区),浙江省,杭州市,西湖区,浙江省杭州市西湖区求智巷6号,(0571)88079561,f439e0e5c5f1cd49b23c81b1,f439e0e5c5f1cd49b23c81b1,1,"{'distance': 0, 'tag': '教育培训;小学', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=f439e0e5c5f1cd49b23c81b1&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'comment_num': '4', 'shop_hours': '', 'label': '小学', 'children': []}","{'lat': 30.287482, 'lng': 120.150797}",http://api.map.baidu.com/place/detail?uid=f439e0e5c5f1cd49b23c81b1&output=html&source=placeapi_v2,教育培训;小学,education,False,0,120.150797,30.287482,"120.1395825498176,30.28368175719139",120.1395825498176,30.28368175719139,教育培训,小学
浙江科技学院-行政楼(小和山校区),浙江省,杭州市,西湖区,浙江省杭州市西湖区留和路318号,None,2f2c645b02e528054bfc8d38,2f2c645b02e528054bfc8d38,1,"{'distance': 0, 'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=2f2c645b02e528054bfc8d38&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '校内设施', 'children': []}","{'lat': 30.224616, 'lng': 120.03294}",http://api.map.baidu.com/place/detail?uid=2f2c645b02e528054bfc8d38&output=html&source=placeapi_v2,教育培训;其他,education,False,0,120.03294,30.224616,"120.02172967809685,30.22093662595908",120.02172967809685,30.22093662595908,教育培训,其他
